symbol,date,marketcap
HUBG,2015-06-30,1513
HUBS,2015-06-30,1673
HUM,2015-06-30,27985
HUN,2015-06-30,4967
HURC,2015-06-30,201
HURN,2015-06-30,1582
HUSA,2015-06-30,11
HVT,2015-06-30,495
HW,2015-06-30,1445
HWBK,2015-06-30,77
HWC,2015-06-30,2375
HWCC,2015-06-30,160
HWKN,2015-06-30,408
HWM,2015-06-30,12922
HXL,2015-06-30,4874
HY,2015-06-30,1088
HZN,2015-06-30,204
HZNP,2015-06-30,5317
HZO,2015-06-30,518
I,2015-06-30,1045
IAC,2015-06-30,6472
IAGX,2015-06-30,4
IAIC,2015-06-30,2
IART,2015-06-30,2173
IBAL,2015-06-30,10
IBCP,2015-06-30,319
IBIO,2015-06-30,63
IBKC,2015-06-30,2658
IBKR,2015-06-30,2571
IBM,2015-06-30,158475
IBOC,2015-06-30,1799
IBP,2015-06-30,815
IBTGF,2015-06-30,10
IBTX,2015-06-30,748
ICAD,2015-06-30,51
ICBK,2015-06-30,107
ICCC,2015-06-30,28
ICD,2015-06-30,195
ICE,2015-06-30,25568
ICFI,2015-06-30,695
ICLD,2015-06-30,56
ICMB,2015-06-30,170
ICON,2015-06-30,822
ICPT,2015-06-30,5767
ICPW,2015-06-30,22
ICUI,2015-06-30,1555
IDA,2015-06-30,2957
IDCC,2015-06-30,2035
IDEX,2015-06-30,51
IDN,2015-06-30,13
IDRA,2015-06-30,399
IDSA,2015-06-30,31
IDT,2015-06-30,352
IDTI,2015-06-30,3116
IDXG,2015-06-30,28
IDXX,2015-06-30,6283
IEBS,2015-06-30,10
IEC,2015-06-30,43
IEGH,2015-06-30,637
IEHC,2015-06-30,16
IEP,2015-06-30,10256
IESC,2015-06-30,149
IEVM,2015-06-30,12
IEX,2015-06-30,5910
IFF,2015-06-30,9207
IFUE,2015-06-30,12
IGC,2015-06-30,5
IGXT,2015-06-30,36
IHC,2015-06-30,226
IHRC,2015-06-30,23
IHS,2015-06-30,8823
IHT,2015-06-30,20
III,2015-06-30,171
IIIN,2015-06-30,348
IIN,2015-06-30,41
IIVI,2015-06-30,1097
IKAN,2015-06-30,41
IKNX,2015-06-30,27
IL,2015-06-30,683
ILG,2015-06-30,1261
ILIU,2015-06-30,21
ILMN,2015-06-30,31578
IM,2015-06-30,4095
IMAX,2015-06-30,2708
IMBI,2015-06-30,139
IMCI,2015-06-30,3
IMDZ,2015-06-30,398
IMGN,2015-06-30,1241
IMH,2015-06-30,180
IMI,2015-06-30,103
IMKTA,2015-06-30,992
IMMP,2015-06-30,1959
IMMR,2015-06-30,371
IMMU,2015-06-30,276
IMNP,2015-06-30,47
IMO,2015-06-30,31776
IMPR,2015-06-30,382
IMPV,2015-06-30,2110
IMS,2015-06-30,10446
IMSCQ,2015-06-30,54
IMUC,2015-06-30,42
IMUN,2015-06-30,25
IMUX,2015-06-30,478
INAPQ,2015-06-30,500
INBK,2015-06-30,130
INCY,2015-06-30,19232
INDB,2015-06-30,1252
INFA,2015-06-30,5072
INFI,2015-06-30,471
INFN,2015-06-30,2947
INFO,2015-06-30,4921
INFU,2015-06-30,70
INGN,2015-06-30,842
INGR,2015-06-30,5992
ININ,2015-06-30,915
INIS,2015-06-30,30
INLX,2015-06-30,5
INN,2015-06-30,1154
INNV,2015-06-30,5
INO,2015-06-30,588
INOD,2015-06-30,65
INOV,2015-06-30,3502
INPHQ,2015-06-30,5
INPX,2015-06-30,32
INS,2015-06-30,26
INSE,2015-06-30,97
INSG,2015-06-30,149
INSM,2015-06-30,1577
INSV,2015-06-30,27
INSY,2015-06-30,2718
INT,2015-06-30,3425
INTC,2015-06-30,140967
INTG,2015-06-30,53
INTI,2015-06-30,25
INTL,2015-06-30,570
INTT,2015-06-30,44
INTU,2015-06-30,26239
INTX,2015-06-30,53
INTZ,2015-06-30,21
INUV,2015-06-30,75
INVA,2015-06-30,1886
INVB,2015-06-30,4
INVE,2015-06-30,63
INVN,2015-06-30,1221
INVT,2015-06-30,12
INWK,2015-06-30,393
INXN,2015-06-30,1931
IO,2015-06-30,152
IONS,2015-06-30,6715
IOR,2015-06-30,34
IOSP,2015-06-30,1075
IOVA,2015-06-30,380
IP,2015-06-30,19889
IPAR,2015-06-30,991
IPAS,2015-06-30,67
IPCC,2015-06-30,878
IPCM,2015-06-30,948
IPDN,2015-06-30,26
IPG,2015-06-30,8241
IPGP,2015-06-30,4676
IPHI,2015-06-30,867
IPHS,2015-06-30,1056
IPI,2015-06-30,763
IPIX,2015-06-30,258
IPWR,2015-06-30,67
IPXL,2015-06-30,3296
IQNT,2015-06-30,605
IQV,2015-06-30,9392
IRBT,2015-06-30,955
IRC,2015-06-30,953
IRCP,2015-06-30,1060
IRDM,2015-06-30,797
IRET,2015-06-30,862
IRGTQ,2015-06-30,126
IRIX,2015-06-30,75
IRLD,2015-06-30,63
IRM,2015-06-30,6417
IRMD,2015-06-30,273
IROQ,2015-06-30,70
IRS,2015-06-30,1000
IRSB,2015-06-30,10
IRT,2015-06-30,245
IRWD,2015-06-30,1637
ISBC,2015-06-30,4259
ISCA,2015-06-30,1673
ISCO,2015-06-30,9
ISDR,2015-06-30,17
ISEE,2015-06-30,1836
ISGN,2015-06-30,3
ISHC,2015-06-30,42
ISIG,2015-06-30,33
ISIL,2015-06-30,1541
ISLE,2015-06-30,765
ISNS,2015-06-30,19
ISR,2015-06-30,83
ISRG,2015-06-30,19107
ISRL,2015-06-30,375
ISSC,2015-06-30,54
ISSI,2015-06-30,705
ISTR,2015-06-30,113
IT,2015-06-30,7196
ITC,2015-06-30,5171
ITCI,2015-06-30,1067
ITEX,2015-06-30,6
ITG,2015-06-30,726
ITGR,2015-06-30,1346
ITI,2015-06-30,59
ITIC,2015-06-30,141
ITNM,2015-06-30,4
ITP,2015-06-30,37
ITRI,2015-06-30,1283
ITT,2015-06-30,3565
ITW,2015-06-30,33221
IVAC,2015-06-30,125
IVC,2015-06-30,638
IVDN,2015-06-30,28
IVFH,2015-06-30,24
IVR,2015-06-30,1740
IVTY,2015-06-30,162
IVZ,2015-06-30,16431
IWSY,2015-06-30,157
IXYS,2015-06-30,414
J,2015-06-30,5259
JACK,2015-06-30,3301
JAGX,2015-06-30,31
JAH,2015-06-30,10767
JAKK,2015-06-30,222
JAN,2015-06-30,9
JASN,2015-06-30,141
JAXB,2015-06-30,73
JAZZ,2015-06-30,11262
JBHT,2015-06-30,9693
JBL,2015-06-30,4578
JBLU,2015-06-30,6869
JBSS,2015-06-30,576
JBT,2015-06-30,1079
JCAP,2015-06-30,116
JCI,2015-06-30,31117
JCOM,2015-06-30,3457
JCP,2015-06-30,2783
JCS,2015-06-30,89
JCTCF,2015-06-30,29
JD,2015-06-30,43387
JEF,2015-06-30,8675
JGPK,2015-06-30,13
JGWE,2015-06-30,184
JIVE,2015-06-30,346
JJSF,2015-06-30,2086
JKHY,2015-06-30,5392
JLL,2015-06-30,7809
JMBA,2015-06-30,236
JMG,2015-06-30,185
JMI,2015-06-30,85
JMP,2015-06-30,161
JNJ,2015-06-30,276899
JNP,2015-06-30,106
JNPR,2015-06-30,10511
JNS,2015-06-30,3159
JOB,2015-06-30,49
JOE,2015-06-30,1448
JONE,2015-06-30,453
JOUT,2015-06-30,240
JOY,2015-06-30,2195
JPEP,2015-06-30,409
JPM,2015-06-30,252446
JRJR,2015-06-30,49
JRVR,2015-06-30,766
JSDA,2015-06-30,14
JTPY,2015-06-30,39
JUHL,2015-06-30,6
JUNO,2015-06-30,4398
JUVF,2015-06-30,77
JVA,2015-06-30,30
JW.A,2015-06-30,3022
JWN,2015-06-30,14014
JXSB,2015-06-30,43
JYNT,2015-06-30,92
K,2015-06-30,23340
KAI,2015-06-30,509
KALU,2015-06-30,1449
KALV,2015-06-30,176
KAMN,2015-06-30,1116
KAR,2015-06-30,5390
KATE,2015-06-30,2742
KATY,2015-06-30,27
KBAL,2015-06-30,432
KBH,2015-06-30,1442
KBR,2015-06-30,2624
KCG,2015-06-30,1200
KCLI,2015-06-30,475
KDP,2015-06-30,14363
KDUS,2015-06-30,34
KE,2015-06-30,382
KEGX,2015-06-30,211
KELYA,2015-06-30,571
KEM,2015-06-30,117
KEQU,2015-06-30,44
KERX,2015-06-30,877
KEX,2015-06-30,4075
KEY,2015-06-30,12572
KEYS,2015-06-30,5349
KEYW,2015-06-30,315
KFFB,2015-06-30,72
KFRC,2015-06-30,743
KFS,2015-06-30,113
KFY,2015-06-30,1729
KGJI,2015-06-30,56
KHC,2015-06-30,95583
KIM,2015-06-30,9828
KIN,2015-06-30,127
KINS,2015-06-30,56
KIPS,2015-06-30,1
KIRK,2015-06-30,439
KITE,2015-06-30,2796
KKD,2015-06-30,1095
KKR,2015-06-30,10228
KLAC,2015-06-30,8618
KLIC,2015-06-30,843
KLXI,2015-06-30,2068
KMB,2015-06-30,39624
KMG,2015-06-30,243
KMI,2015-06-30,79812
KMPH,2015-06-30,283
KMPR,2015-06-30,1984
KMT,2015-06-30,2558
KMX,2015-06-30,14206
KN,2015-06-30,1561
KND,2015-06-30,1807
KNDI,2015-06-30,378
KNL,2015-06-30,1201
KNMX,2015-06-30,18
KNWN,2015-06-30,7
KNX,2015-06-30,3321
KNX1,2015-06-30,2199
KO,2015-06-30,174346
KOAN,2015-06-30,2
KODK,2015-06-30,641
KONA,2015-06-30,229
KOP,2015-06-30,473
KOPN,2015-06-30,214
KOS,2015-06-30,2973
KOSS,2015-06-30,17
KPTI,2015-06-30,726
KR,2015-06-30,35884
KRA,2015-06-30,691
KRC,2015-06-30,6213
KRED,2015-06-30,11
KRG,2015-06-30,2099
KRMD,2015-06-30,16
KRNY,2015-06-30,1045
KRO,2015-06-30,1204
KS,2015-06-30,2264
KSS,2015-06-30,10975
KSU,2015-06-30,10482
KTCC,2015-06-30,110
KTEC,2015-06-30,80
KTOS,2015-06-30,345
KTWO,2015-06-30,951
KTYB,2015-06-30,88
KVHI,2015-06-30,196
KW,2015-06-30,2717
KWKAQ,2015-06-30,5
KWR,2015-06-30,1127
KYTH,2015-06-30,1953
KZIA,2015-06-30,35
L,2015-06-30,13960
LABC,2015-06-30,69
LABL,2015-06-30,1125
LAD,2015-06-30,3064
LADR,2015-06-30,1658
LAKE,2015-06-30,76
LAMR,2015-06-30,5390
LANC,2015-06-30,2552
LAND,2015-06-30,85
LARK,2015-06-30,86
LAWS,2015-06-30,224
LAYN,2015-06-30,151
LAZ,2015-06-30,7222
LB,2015-06-30,24906
LBAI,2015-06-30,440
LBMH,2015-06-30,118
LBRDA,2015-06-30,5449
LBTYA,2015-06-30,46803
LBY,2015-06-30,859
LC,2015-06-30,5447
LCAR,2015-06-30,2
LCI,2015-06-30,1990
LCII,2015-06-30,1390
LCNB,2015-06-30,156
LCTC,2015-06-30,43
LCTX,2015-06-30,273
LCUT,2015-06-30,208
LDL,2015-06-30,495
LDOS,2015-06-30,3127
LDR,2015-06-30,343
LDRH,2015-06-30,1177
LE,2015-06-30,816
LEA,2015-06-30,8345
LEAF,2015-06-30,120
LEAT,2015-06-30,15
LECO,2015-06-30,4503
LEDS,2015-06-30,21
LEE,2015-06-30,159
LEG,2015-06-30,6635
LEN,2015-06-30,10038
LENS,2015-06-30,100
LEU,2015-06-30,36
LF,2015-06-30,84
LFUS,2015-06-30,2145
LFVN,2015-06-30,67
LGCYQ,2015-06-30,571
LGF.B,2015-06-30,5356
LGIH,2015-06-30,428
LGL,2015-06-30,11
LGND,2015-06-30,2097
LH,2015-06-30,12404
LHCG,2015-06-30,763
LHO,2015-06-30,4140
LHX,2015-06-30,8820
LIFE,2015-06-30,420
LII,2015-06-30,5043
LIME,2015-06-30,34
LINC,2015-06-30,37
LIND,2015-06-30,357
LINE,2015-06-30,2346
LINK,2015-06-30,46
LION,2015-06-30,404
LIOX,2015-06-30,390
LIQT,2015-06-30,31
LITE,2015-06-30,996
LITH,2015-06-30,0
LIVE,2015-06-30,37
LJPC,2015-06-30,418
LKFN,2015-06-30,713
LKQ,2015-06-30,9381
LL,2015-06-30,460
LLEX,2015-06-30,25
LLL,2015-06-30,9333
LLNW,2015-06-30,390
LLTC,2015-06-30,10267
LLY,2015-06-30,93184
LM,2015-06-30,5543
LMAT,2015-06-30,223
LMB,2015-06-30,58
LMIA,2015-06-30,136
LMNR,2015-06-30,266
LMNX,2015-06-30,806
LMOS,2015-06-30,313
LMRK,2015-06-30,148
LMST,2015-06-30,40
LMT,2015-06-30,61175
LNBB,2015-06-30,179
LNC,2015-06-30,14678
LNCE,2015-06-30,2337
LNCOQ,2015-06-30,818
LND,2015-06-30,187
LNDC,2015-06-30,373
LNG,2015-06-30,16493
LNKD,2015-06-30,26262
LNN,2015-06-30,977
LNT,2015-06-30,6694
LNTH,2015-06-30,186
LOAN,2015-06-30,29
LOB,2015-06-30,661
LOCK,2015-06-30,1139
LOCO,2015-06-30,662
LODE,2015-06-30,47
LOGI,2015-06-30,2356
LOGM,2015-06-30,1692
LOJN,2015-06-30,70
LOOK,2015-06-30,3
LOPE,2015-06-30,2002
LORL,2015-06-30,1923
LOW,2015-06-30,63688
LOXO,2015-06-30,321
LPAD,2015-06-30,35
LPCN,2015-06-30,237
LPG,2015-06-30,894
LPI,2015-06-30,2255
LPLA,2015-06-30,4314
LPNT,2015-06-30,3766
LPSB,2015-06-30,78
LPSN,2015-06-30,543
LPT,2015-06-30,4956
LPTC,2015-06-30,6
LPTH,2015-06-30,27
LPX,2015-06-30,2334
LQ,2015-06-30,2890
LQDT,2015-06-30,283
LRCX,2015-06-30,12255
LRE,2015-06-30,173
LRN,2015-06-30,486
LSBG,2015-06-30,122
LSBK,2015-06-30,80
LSCC,2015-06-30,593
LSCG,2015-06-30,45
LSI,2015-06-30,3259
LSTR,2015-06-30,3060
LTBR,2015-06-30,20
LTC,2015-06-30,1519
LTRE,2015-06-30,15
LTRPA,2015-06-30,2186
LTRX,2015-06-30,22
LTS,2015-06-30,572
LTXB,2015-06-30,1443
LUB,2015-06-30,148
LULU,2015-06-30,7636
LUMO,2015-06-30,1328
LUNA,2015-06-30,30
LUV,2015-06-30,22991
LUVU,2015-06-30,2
LVLT,2015-06-30,18067
LVS,2015-06-30,43640
LWAY,2015-06-30,242
LWLG,2015-06-30,40
LXFR,2015-06-30,336
LXK,2015-06-30,2402
LXP,2015-06-30,2024
LXRX,2015-06-30,1007
LXU,2015-06-30,726
LYB,2015-06-30,46035
LYTS,2015-06-30,231
LYV,2015-06-30,5377
LZB,2015-06-30,1318
M,2015-06-30,21380
MA,2015-06-30,108049
MAA,2015-06-30,5771
MAC,2015-06-30,12141
MACK,2015-06-30,1211
MAG1,2015-06-30,147
MAGE,2015-06-30,2
MAIN,2015-06-30,1525
MAMS,2015-06-30,81
MAN,2015-06-30,6970
MANH,2015-06-30,4569
MANT,2015-06-30,1104
MANU,2015-06-30,2922
MAR,2015-06-30,19884
MARA,2015-06-30,41
MARK,2015-06-30,57
MARPS,2015-06-30,14
MAS,2015-06-30,9043
MASI,2015-06-30,2081
MAT,2015-06-30,8250
MATN,2015-06-30,36
MATR,2015-06-30,151
MATW,2015-06-30,1758
MATX,2015-06-30,1850
MAXD,2015-06-30,11
MAYS,2015-06-30,110
MB,2015-06-30,473
MBCN,2015-06-30,69
MBCQ,2015-06-30,26
MBFI,2015-06-30,2574
MBI,2015-06-30,1061
MBII,2015-06-30,52
MBOT,2015-06-30,50
MBRG,2015-06-30,130
MBTF,2015-06-30,133
MBUU,2015-06-30,294
MBVT,2015-06-30,201
MBVX,2015-06-30,7
MBWM,2015-06-30,349
MC,2015-06-30,1509
MCBC,2015-06-30,184
MCBK,2015-06-30,60
MCC,2015-06-30,504
MCD,2015-06-30,92559
MCEP,2015-06-30,118
MCF,2015-06-30,198
MCFT,2015-06-30,243
MCGC,2015-06-30,165
MCHP,2015-06-30,9360
MCHX,2015-06-30,193
MCK,2015-06-30,52388
MCO,2015-06-30,22084
MCRB,2015-06-30,1541
MCRI,2015-06-30,332
MCRN,2015-06-30,1200
MCS,2015-06-30,546
MCY,2015-06-30,3066
MCZ,2015-06-30,29
MD,2015-06-30,7323
MDAS,2015-06-30,1305
MDC,2015-06-30,1438
MDCA,2015-06-30,988
MDCO,2015-06-30,1947
MDGL,2015-06-30,286
MDLY,2015-06-30,60
MDLZ,2015-06-30,69819
MDP,2015-06-30,2096
MDRIQ,2015-06-30,1191
MDRX,2015-06-30,2610
MDSO,2015-06-30,2943
MDSY,2015-06-30,30
MDT,2015-06-30,104701
MDU,2015-06-30,3597
MDVN,2015-06-30,8637
MDXG,2015-06-30,1147
MEA,2015-06-30,38
MECK,2015-06-30,2
MED,2015-06-30,368
MEDD,2015-06-30,1
MEET,2015-06-30,77
MEG,2015-06-30,1955
MEI,2015-06-30,1146
MEIL,2015-06-30,7
MEIP,2015-06-30,61
MELI,2015-06-30,5800
MELR,2015-06-30,40
MEMP,2015-06-30,935
MENB,2015-06-30,2
MENT,2015-06-30,3031
MEP,2015-06-30,265
MERC,2015-06-30,847
MERR,2015-06-30,2
MESG,2015-06-30,487
MET,2015-06-30,62236
METR,2015-06-30,397
MFA,2015-06-30,2756
MFBP,2015-06-30,10
MFC,2015-06-30,35905
MFCO,2015-06-30,1
MFH,2015-06-30,106
MFIN,2015-06-30,209
MFLX,2015-06-30,482
MFNC,2015-06-30,66
MFRM,2015-06-30,1904
MFSF,2015-06-30,175
MG,2015-06-30,480
MGCD,2015-06-30,26
MGEE,2015-06-30,1359
MGEN,2015-06-30,14
MGHL,2015-06-30,2
MGI,2015-06-30,523
MGLN,2015-06-30,1723
MGM,2015-06-30,11388
MGN,2015-06-30,13
MGNX,2015-06-30,1218
MGPI,2015-06-30,289
MGRC,2015-06-30,750
MGTI,2015-06-30,5
MGYR,2015-06-30,57
MHGC,2015-06-30,206
MHH,2015-06-30,36
MHK,2015-06-30,14607
MHLD,2015-06-30,1185
MHO,2015-06-30,597
MHR,2015-06-30,281
MHTX,2015-06-30,34
MIC,2015-06-30,6653
MICR,2015-06-30,18
MICT,2015-06-30,18
MIDD,2015-06-30,6726
MIK,2015-06-30,5297
MIND,2015-06-30,49
MINI,2015-06-30,1842
MITK,2015-06-30,115
MITL,2015-06-30,960
MITT,2015-06-30,494
MJCO,2015-06-30,170
MJN,2015-06-30,18379
MKC,2015-06-30,10103
MKL,2015-06-30,11810
MKRS,2015-06-30,5
MKSI,2015-06-30,1960
MKTO,2015-06-30,1215
MKTX,2015-06-30,3532
MKTY,2015-06-30,7
MLAB,2015-06-30,370
MLHR,2015-06-30,1659
MLI,2015-06-30,1956
MLM,2015-06-30,10389
MLND,2015-06-30,748
MLNX,2015-06-30,2091
MLP,2015-06-30,103
MLR,2015-06-30,216
MLSS,2015-06-30,69
MLVF,2015-06-30,100
MM,2015-06-30,234
MMAC,2015-06-30,86
MMC,2015-06-30,30574
MMI,2015-06-30,1837
MMLP,2015-06-30,1117
MMM,2015-06-30,96286
MMP,2015-06-30,15522
MMS,2015-06-30,4133
MMSI,2015-06-30,1029
MN,2015-06-30,152
MNIQQ,2015-06-30,92
MNK,2015-06-30,13092
MNKD,2015-06-30,2002
MNOV,2015-06-30,95
MNR,2015-06-30,591
MNRK,2015-06-30,138
MNRO,2015-06-30,2064
MNST,2015-06-30,26274
MNTA,2015-06-30,1436
MNTX,2015-06-30,117
MO,2015-06-30,101423
MOBL,2015-06-30,436
MOC,2015-06-30,18
MOCO,2015-06-30,88
MOD,2015-06-30,501
MODN,2015-06-30,301
MOFG,2015-06-30,317
MOG.A,2015-06-30,2587
MOH,2015-06-30,3668
MOJO,2015-06-30,4
MOKO,2015-06-30,40
MON,2015-06-30,52947
MORE,2015-06-30,1554
MORN,2015-06-30,3653
MOS,2015-06-30,16345
MOSY,2015-06-30,107
MOV,2015-06-30,615
MPAA,2015-06-30,571
MPAD,2015-06-30,24
MPAY,2015-06-30,21
MPB,2015-06-30,67
MPC,2015-06-30,28471
MPG,2015-06-30,1278
MPLX,2015-06-30,5216
MPMQ,2015-06-30,1059
MPOYQ,2015-06-30,42
MPW,2015-06-30,2601
MPWR,2015-06-30,2015
MPX,2015-06-30,238
MR,2015-06-30,1063
MRC,2015-06-30,1440
MRCC,2015-06-30,180
MRCY,2015-06-30,522
MRD,2015-06-30,3419
MRGE1,2015-06-30,508
MRIN,2015-06-30,196
MRK,2015-06-30,162708
MRLN,2015-06-30,209
MRMD,2015-06-30,4
MRNS,2015-06-30,221
MRO,2015-06-30,15542
MRTN,2015-06-30,675
MRTX,2015-06-30,477
MRVC,2015-06-30,84
MRVL,2015-06-30,6439
MS,2015-06-30,76222
MSA,2015-06-30,1892
MSB,2015-06-30,156
MSBF,2015-06-30,68
MSCC,2015-06-30,3283
MSCI,2015-06-30,7197
MSEX,2015-06-30,367
MSFG,2015-06-30,477
MSFT,2015-06-30,365330
MSGN,2015-06-30,5943
MSI,2015-06-30,12687
MSL,2015-06-30,169
MSM,2015-06-30,4344
MSN,2015-06-30,33
MSO,2015-06-30,353
MSON,2015-06-30,74
MSRT,2015-06-30,55
MSTR,2015-06-30,2127
MSTX,2015-06-30,72
MTB,2015-06-30,17116
MTBC,2015-06-30,23
MTD,2015-06-30,9451
MTDR,2015-06-30,2023
MTEM,2015-06-30,296
MTEX,2015-06-30,52
MTG,2015-06-30,3787
MTGE,2015-06-30,814
MTH,2015-06-30,1828
MTN,2015-06-30,3877
MTOR,2015-06-30,1327
MTRN,2015-06-30,655
MTRX,2015-06-30,546
MTSC,2015-06-30,1003
MTSI,2015-06-30,1845
MTSN,2015-06-30,237
MTW,2015-06-30,2471
MTX,2015-06-30,2251
MTZ,2015-06-30,1504
MU,2015-06-30,24111
MUR,2015-06-30,6433
MUSA,2015-06-30,2449
MUX,2015-06-30,232
MVBF,2015-06-30,121
MVC,2015-06-30,195
MVEN,2015-06-30,1
MVIS,2015-06-30,143
MWA,2015-06-30,1437
MWE,2015-06-30,10747
MWW,2015-06-30,612
MX,2015-06-30,279
MXC,2015-06-30,7
MXIM,2015-06-30,9645
MXL,2015-06-30,573
MXPT,2015-06-30,184
MXWL,2015-06-30,165
MYCC,2015-06-30,1534
MYDX,2015-06-30,35
MYE,2015-06-30,529
MYGG,2015-06-30,1
MYGN,2015-06-30,2319
MYL,2015-06-30,30243
MYOS,2015-06-30,11
MYRG,2015-06-30,628
MYT,2015-06-30,10
MZEI,2015-06-30,41
N,2015-06-30,7426
NAII,2015-06-30,41
NAME,2015-06-30,125
NANX,2015-06-30,12
NAOV,2015-06-30,11
NATH,2015-06-30,159
NATI,2015-06-30,3754
NATL,2015-06-30,534
NATR,2015-06-30,249
NAUH,2015-06-30,73
NAV,2015-06-30,1392
NAVB,2015-06-30,251
NAVG,2015-06-30,1122
NAVI,2015-06-30,6471
NBBC,2015-06-30,340
NBHC,2015-06-30,750
NBIO,2015-06-30,27
NBIX,2015-06-30,4215
NBL,2015-06-30,14790
NBN,2015-06-30,100
NBR,2015-06-30,4237
NBSE,2015-06-30,78
NBTB,2015-06-30,1169
NBY,2015-06-30,41
NC,2015-06-30,399
NCBS,2015-06-30,127
NCI,2015-06-30,719
NCIT,2015-06-30,144
NCLH,2015-06-30,13433
NCMI,2015-06-30,939
NCOM,2015-06-30,234
NCR,2015-06-30,4889
NDAQ,2015-06-30,8573
NDLS,2015-06-30,410
NDSN,2015-06-30,4196
NE,2015-06-30,3360
NECB,2015-06-30,94
NEE,2015-06-30,46117
NEFF,2015-06-30,230
NEM,2015-06-30,10494
NEN,2015-06-30,185
NEO,2015-06-30,348
NEOG,2015-06-30,1923
NEON,2015-06-30,110
NEOS,2015-06-30,372
NEP,2015-06-30,721
NERV,2015-06-30,144
NESCQ,2015-06-30,117
NETE,2015-06-30,17
NEU,2015-06-30,5358
NEUL,2015-06-30,278
NEWM,2015-06-30,809
NEWP,2015-06-30,690
NEWR,2015-06-30,1673
NEWS,2015-06-30,528
NEWT,2015-06-30,190
NEXT,2015-06-30,149
NFBK,2015-06-30,702
NFG,2015-06-30,4748
NFLX,2015-06-30,44358
NFX,2015-06-30,5593
NG,2015-06-30,1149
NGHC,2015-06-30,1993
NGL,2015-06-30,2988
NGLS,2015-06-30,6587
NGS,2015-06-30,275
NGVC,2015-06-30,519
NHC,2015-06-30,912
NHI,2015-06-30,2382
NHLD,2015-06-30,44
NHTC,2015-06-30,414
NI,2015-06-30,9948
NICK,2015-06-30,161
NIHD,2015-06-30,1336
NILE,2015-06-30,361
NIMU,2015-06-30,17
NJR,2015-06-30,2414
NK,2015-06-30,1459
NKA,2015-06-30,134
NKE,2015-06-30,92460
NKSH,2015-06-30,208
NKTR,2015-06-30,1599
NL,2015-06-30,328
NLBS,2015-06-30,11
NLOK,2015-06-30,15241
NLS,2015-06-30,598
NLSN,2015-06-30,16934
NLST,2015-06-30,27
NLTX,2015-06-30,47
NLY,2015-06-30,9136
NMBL,2015-06-30,2082
NMFC,2015-06-30,844
NMGX,2015-06-30,16
NMIH,2015-06-30,478
NMRD,2015-06-30,220
NMRX,2015-06-30,161
NNA,2015-06-30,542
NNBR,2015-06-30,583
NNI,2015-06-30,1870
NNN,2015-06-30,4815
NNVC,2015-06-30,79
NOA,2015-06-30,73
NOBH,2015-06-30,40
NOC,2015-06-30,31621
NOG,2015-06-30,363
NORNQ,2015-06-30,48
NOV,2015-06-30,17112
NOVC,2015-06-30,28
NOVT,2015-06-30,497
NOW,2015-06-30,11645
NP,2015-06-30,1000
NPBC,2015-06-30,1544
NPHC,2015-06-30,8
NPK,2015-06-30,553
NPO,2015-06-30,1199
NPTN,2015-06-30,300
NR,2015-06-30,646
NRC,2015-06-30,762
NRF,2015-06-30,4628
NRG,2015-06-30,7128
NRIM,2015-06-30,176
NRP,2015-06-30,387
NRTHF,2015-06-30,15
NRX,2015-06-30,51
NRZ,2015-06-30,3205
NS,2015-06-30,4252
NSA,2015-06-30,284
NSAM,2015-06-30,3693
NSC,2015-06-30,25793
NSEC,2015-06-30,38
NSH,2015-06-30,1502
NSIT,2015-06-30,1072
NSLP,2015-06-30,47
NSM,2015-06-30,1979
NSP,2015-06-30,1235
NSPH,2015-06-30,19
NSPR,2015-06-30,21
NSPX,2015-06-30,27
NSR,2015-06-30,1598
NSSC,2015-06-30,108
NSTG,2015-06-30,302
NSYS,2015-06-30,12
NTAP,2015-06-30,9393
NTCT,2015-06-30,2720
NTGR,2015-06-30,1072
NTI,2015-06-30,2292
NTIC,2015-06-30,78
NTIP,2015-06-30,48
NTK,2015-06-30,1330
NTLS,2015-06-30,120
NTN,2015-06-30,21
NTRA,2015-06-30,762
NTRI,2015-06-30,794
NTRP,2015-06-30,20
NTRS,2015-06-30,17857
NTRU,2015-06-30,4
NTUS,2015-06-30,1467
NTWK,2015-06-30,56
NUAN,2015-06-30,5633
NUE,2015-06-30,14210
NUOTQ,2015-06-30,24
NURO,2015-06-30,8
NUS,2015-06-30,2746
NUTR,2015-06-30,234
NUVA,2015-06-30,2381
NVAX,2015-06-30,3002
NVDA,2015-06-30,11420
NVEC,2015-06-30,381
NVEE,2015-06-30,178
NVET,2015-06-30,53
NVFY,2015-06-30,48
NVIV,2015-06-30,405
NVLN,2015-06-30,205
NVO,2015-06-30,145973
NVR,2015-06-30,5741
NVRO,2015-06-30,1358
NVSL,2015-06-30,75
NVTA,2015-06-30,387
NVUS,2015-06-30,282
NWBI,2015-06-30,1209
NWBO,2015-06-30,787
NWE,2015-06-30,2336
NWFL,2015-06-30,110
NWGI,2015-06-30,20
NWHM,2015-06-30,269
NWIN,2015-06-30,77
NWL,2015-06-30,11313
NWLI,2015-06-30,872
NWN,2015-06-30,1175
NWPX,2015-06-30,181
NWSA,2015-06-30,8664
NX,2015-06-30,683
NXEO,2015-06-30,644
NXGN,2015-06-30,906
NXRT,2015-06-30,281
NXST,2015-06-30,1731
