symbol,date,marketcap
BRTX,2018-12-31,11
BRX,2018-12-31,4870
BRY,2018-12-31,836
BSAC,2018-12-31,13950
BSET,2018-12-31,206
BSGM,2018-12-31,107
BSIG,2018-12-31,1219
BSM,2018-12-31,3407
BSQR,2018-12-31,23
BSRC,2018-12-31,2
BSRR,2018-12-31,379
BSTC,2018-12-31,453
BSTG,2018-12-31,13
BSVN,2018-12-31,156
BSX,2018-12-31,52074
BTAI,2018-12-31,103
BTCY,2018-12-31,40
BTE,2018-12-31,960
BTG,2018-12-31,2864
BTHE,2018-12-31,3
BTHT,2018-12-31,10
BTI,2018-12-31,89301
BTN,2018-12-31,21
BTTGY,2018-12-31,30031
BTU,2018-12-31,3469
BUD,2018-12-31,124072
BURL,2018-12-31,10792
BUSE,2018-12-31,1348
BV,2018-12-31,1327
BVN,2018-12-31,4400
BVSN,2018-12-31,7
BVXV,2018-12-31,1563
BW,2018-12-31,73
BWA,2018-12-31,7958
BWB,2018-12-31,324
BWEN,2018-12-31,22
BWFG,2018-12-31,233
BWL.A,2018-12-31,81
BWXT,2018-12-31,4395
BX,2018-12-31,20916
BXC,2018-12-31,236
BXEFF,2018-12-31,24
BXG,2018-12-31,1076
BXMT,2018-12-31,4047
BXP,2018-12-31,18942
BY,2018-12-31,664
BYD,2018-12-31,2837
BYFC,2018-12-31,34
BYRN,2018-12-31,15
BYSI,2018-12-31,385
BZH,2018-12-31,365
BZUN,2018-12-31,2079
C,2018-12-31,138982
CA,2018-12-31,14233
CAAP,2018-12-31,1117
CAAS,2018-12-31,89
CABO,2018-12-31,5045
CAC,2018-12-31,622
CACC,2018-12-31,7685
CACI,2018-12-31,4061
CADE,2018-12-31,1515
CADNF,2018-12-31,638
CAE,2018-12-31,5275
CAG,2018-12-31,12633
CAH,2018-12-31,14985
CAI,2018-12-31,451
CAJ,2018-12-31,31028
CAKE,2018-12-31,2012
CAL,2018-12-31,1164
CALA,2018-12-31,176
CALM,2018-12-31,2207
CALX,2018-12-31,479
CAMP,2018-12-31,615
CAMT,2018-12-31,280
CANB,2018-12-31,25
CANF,2018-12-31,17
CANG,2018-12-31,1135
CAPL,2018-12-31,543
CAPR,2018-12-31,14
CAR,2018-12-31,2174
CARA,2018-12-31,601
CARB,2018-12-31,836
CARG,2018-12-31,4223
CARO,2018-12-31,744
CARS,2018-12-31,1530
CART,2018-12-31,65
CARV,2018-12-31,14
CASA,2018-12-31,967
CASH,2018-12-31,899
CASI,2018-12-31,325
CASM,2018-12-31,59
CASS,2018-12-31,771
CASY,2018-12-31,4418
CAT,2018-12-31,76902
CATB,2018-12-31,49
CATC,2018-12-31,337
CATM,2018-12-31,1282
CATO,2018-12-31,366
CATS,2018-12-31,182
CATY,2018-12-31,2898
CAW,2018-12-31,14
CB,2018-12-31,60452
CBAI,2018-12-31,8
CBAN,2018-12-31,136
CBAT,2018-12-31,21
CBAY,2018-12-31,585
CBB,2018-12-31,462
CBD,2018-12-31,6045
CBDS,2018-12-31,58
CBFV,2018-12-31,135
CBIO,2018-12-31,94
CBKC,2018-12-31,19
CBKM,2018-12-31,54
CBL,2018-12-31,337
CBLI,2018-12-31,17
CBLK,2018-12-31,949
CBM,2018-12-31,1246
CBMB,2018-12-31,54
CBMG,2018-12-31,342
CBNK,2018-12-31,159
CBOE,2018-12-31,10873
CBPO,2018-12-31,3174
CBPX,2018-12-31,998
CBRE,2018-12-31,15165
CBRL,2018-12-31,3824
CBSH,2018-12-31,6503
CBT,2018-12-31,2829
CBTX,2018-12-31,815
CBU,2018-12-31,3158
CBZ,2018-12-31,1112
CC,2018-12-31,5567
CCB,2018-12-31,187
CCBG,2018-12-31,403
CCC,2018-12-31,1251
CCCL,2018-12-31,7
CCEL,2018-12-31,54
CCEP,2018-12-31,22688
CCF,2018-12-31,1013
CCH,2018-12-31,547
CCI,2018-12-31,47086
CCIHY,2018-12-31,11
CCJ,2018-12-31,4579
CCK,2018-12-31,6484
CCL,2018-12-31,42125
CCLP,2018-12-31,129
CCM,2018-12-31,128
CCMP,2018-12-31,2622
CCNE,2018-12-31,381
CCO,2018-12-31,1948
CCOI,2018-12-31,2228
CCR,2018-12-31,465
CCRC,2018-12-31,226
CCRN,2018-12-31,284
CCS,2018-12-31,629
CCU,2018-12-31,4857
CCUR,2018-12-31,37
CCXI,2018-12-31,547
CDAY,2018-12-31,6290
CDE,2018-12-31,1009
CDEV,2018-12-31,3279
CDK,2018-12-31,7072
CDLX,2018-12-31,323
CDMO,2018-12-31,225
CDNA,2018-12-31,1134
CDNS,2018-12-31,14168
CDOR,2018-12-31,92
CDR,2018-12-31,299
CDTX,2018-12-31,73
CDW,2018-12-31,13059
CDXC,2018-12-31,189
CDXI,2018-12-31,25
CDXS,2018-12-31,1017
CDZI,2018-12-31,248
CE,2018-12-31,12167
CEA,2018-12-31,8957
CECE,2018-12-31,245
CEI,2018-12-31,6
CEIX,2018-12-31,896
CEL,2018-12-31,545
CELC,2018-12-31,234
CELG,2018-12-31,53903
CELH,2018-12-31,197
CELP,2018-12-31,79
CEMI,2018-12-31,99
CENT,2018-12-31,1883
CENX,2018-12-31,700
CEO,2018-12-31,76762
CEPU,2018-12-31,1308
CEQP,2018-12-31,2185
CERC,2018-12-31,187
CERN,2018-12-31,17652
CERS,2018-12-31,797
CETV,2018-12-31,757
CETX,2018-12-31,11
CEVA,2018-12-31,552
CF,2018-12-31,9932
CFBI,2018-12-31,83
CFBK,2018-12-31,53
CFDB,2018-12-31,22
CFFA,2018-12-31,338
CFFI,2018-12-31,183
CFFN,2018-12-31,1826
CFG,2018-12-31,15526
CFMS,2018-12-31,55
CFR,2018-12-31,5939
CFRX,2018-12-31,77
CFX,2018-12-31,2791
CG,2018-12-31,1874
CGA,2018-12-31,27
CGBD,2018-12-31,848
CGC,2018-12-31,6158
CGEN,2018-12-31,166
CGIX,2018-12-31,11
CGNX,2018-12-31,7504
CHA,2018-12-31,41466
CHAP,2018-12-31,230
CHCI,2018-12-31,8
CHCO,2018-12-31,1160
CHCR,2018-12-31,6
CHCT,2018-12-31,614
CHD,2018-12-31,16229
CHDN,2018-12-31,3599
CHE,2018-12-31,4875
CHEF,2018-12-31,947
CHEK,2018-12-31,9
CHFS,2018-12-31,4
CHGG,2018-12-31,3921
CHH,2018-12-31,4208
CHK,2018-12-31,3325
CHKP,2018-12-31,17370
CHL,2018-12-31,195664
CHMA,2018-12-31,110
CHMG,2018-12-31,213
CHMI,2018-12-31,294
CHNR,2018-12-31,44
CHRA,2018-12-31,219
CHRS,2018-12-31,804
CHRW,2018-12-31,12010
CHS,2018-12-31,628
CHSP,2018-12-31,1629
CHT,2018-12-31,27791
CHTR,2018-12-31,69919
CHU,2018-12-31,35065
CHUC,2018-12-31,1
CHUY,2018-12-31,338
CI,2018-12-31,56275
CIA,2018-12-31,362
CIB,2018-12-31,10888
CICN,2018-12-31,2
CIDM,2018-12-31,38
CIEN,2018-12-31,5648
CIG,2018-12-31,4828
CIGI,2018-12-31,2515
CIIT,2018-12-31,5
CIM,2018-12-31,3400
CINF,2018-12-31,13316
CINR,2018-12-31,451
CIO,2018-12-31,419
CIR,2018-12-31,545
CISN,2018-12-31,1746
CIT,2018-12-31,4593
CIVB,2018-12-31,306
CIVI,2018-12-31,590
CIX,2018-12-31,180
CIZN,2018-12-31,101
CJ,2018-12-31,1036
CJJD,2018-12-31,52
CKH,2018-12-31,760
CKPT,2018-12-31,87
CKX,2018-12-31,20
CL,2018-12-31,54548
CLAR,2018-12-31,332
CLB,2018-12-31,2757
CLBK,2018-12-31,1794
CLBS,2018-12-31,38
CLCN,2018-12-31,1
CLCS,2018-12-31,19
CLCT,2018-12-31,119
CLDB,2018-12-31,94
CLDC,2018-12-31,27
CLDPQ,2018-12-31,23
CLDR,2018-12-31,2507
CLDT,2018-12-31,892
CLDX,2018-12-31,46
CLF,2018-12-31,2877
CLFD,2018-12-31,160
CLGN,2018-12-31,18
CLGX,2018-12-31,2821
CLH,2018-12-31,3283
CLHRF,2018-12-31,13
CLI,2018-12-31,1850
CLIR,2018-12-31,26
CLLS,2018-12-31,696
CLMT,2018-12-31,229
CLNC,2018-12-31,2063
CLNE,2018-12-31,407
CLNY,2018-12-31,2420
CLPR,2018-12-31,233
CLPS,2018-12-31,177
CLPT,2018-12-31,26
CLR,2018-12-31,15905
CLRB,2018-12-31,8
CLRO,2018-12-31,24
CLS,2018-12-31,1235
CLSD,2018-12-31,43
CLSK,2018-12-31,160
CLSN,2018-12-31,32
CLUB,2018-12-31,163
CLVS,2018-12-31,1274
CLW,2018-12-31,384
CLWT,2018-12-31,7
CLX,2018-12-31,19272
CLXT,2018-12-31,447
CM,2018-12-31,37704
CMA,2018-12-31,12252
CMC,2018-12-31,2164
CMCL,2018-12-31,60
CMCM,2018-12-31,872
CMCO,2018-12-31,815
CMCSA,2018-12-31,160213
CMCT,2018-12-31,735
CMD,2018-12-31,3461
CME,2018-12-31,64602
CMG,2018-12-31,14059
CMI,2018-12-31,22386
CMLS,2018-12-31,249
CMO,2018-12-31,655
CMP,2018-12-31,1602
CMPR,2018-12-31,3405
CMRE,2018-12-31,521
CMRX,2018-12-31,114
CMS,2018-12-31,14409
CMT,2018-12-31,58
CMTA,2018-12-31,681
CMTL,2018-12-31,688
CMTV,2018-12-31,87
CMXC,2018-12-31,5
CNA,2018-12-31,11935
CNAT,2018-12-31,59
CNBKA,2018-12-31,397
CNC,2018-12-31,25145
CNCE,2018-12-31,326
CNDT,2018-12-31,2670
CNET,2018-12-31,29
CNF,2018-12-31,395
CNFN,2018-12-31,7
CNFR,2018-12-31,32
CNHI,2018-12-31,17663
CNI,2018-12-31,57883
CNIG,2018-12-31,56
CNK,2018-12-31,4293
CNMD,2018-12-31,1957
CNNB,2018-12-31,23
CNNE,2018-12-31,1467
CNO,2018-12-31,2597
CNOB,2018-12-31,680
CNP,2018-12-31,14627
CNQ,2018-12-31,31074
CNR,2018-12-31,953
CNS,2018-12-31,1791
CNSL,2018-12-31,699
CNST,2018-12-31,179
CNTY,2018-12-31,233
CNX,2018-12-31,2151
CNXM,2018-12-31,998
CNXN,2018-12-31,841
CO,2018-12-31,924
COCP,2018-12-31,97
CODA,2018-12-31,74
CODI,2018-12-31,851
CODX,2018-12-31,19
COE,2018-12-31,136
COF,2018-12-31,37253
COFS,2018-12-31,90
COG,2018-12-31,10134
COHN,2018-12-31,10
COHR,2018-12-31,3085
COHU,2018-12-31,637
COKE,2018-12-31,1912
COL,2018-12-31,23154
COLB,2018-12-31,2717
COLD,2018-12-31,4006
COLL,2018-12-31,526
COLM,2018-12-31,6476
COMM,2018-12-31,3845
CONE,2018-12-31,5660
CONN,2018-12-31,725
COO,2018-12-31,13285
COOP,2018-12-31,1114
COP,2018-12-31,75305
COR,2018-12-31,3436
CORE,2018-12-31,1355
CORR,2018-12-31,431
CORT,2018-12-31,1460
CORV,2018-12-31,114
CORVF,2018-12-31,215
COST,2018-12-31,94064
COTY,2018-12-31,7184
COUP,2018-12-31,5285
COWN,2018-12-31,407
CP,2018-12-31,26974
CPA,2018-12-31,3338
CPAC,2018-12-31,813
CPAH,2018-12-31,11
CPB,2018-12-31,10962
CPE,2018-12-31,1618
CPF,2018-12-31,776
CPG,2018-12-31,1627
CPHC,2018-12-31,65
CPHI,2018-12-31,13
CPIX,2018-12-31,90
CPK,2018-12-31,1406
CPL,2018-12-31,7471
CPLG,2018-12-31,678
CPLP,2018-12-31,256
CPRI,2018-12-31,7314
CPRT,2018-12-31,12686
CPRX,2018-12-31,257
CPS,2018-12-31,1103
CPSH,2018-12-31,17
CPSI,2018-12-31,391
CPSS,2018-12-31,83
CPST,2018-12-31,65
CPT,2018-12-31,8703
CPTA,2018-12-31,124
CPTP,2018-12-31,99
CQP,2018-12-31,18903
CR,2018-12-31,4688
CRAI,2018-12-31,367
CRAY,2018-12-31,892
CRBO,2018-12-31,74
CRBP,2018-12-31,362
CRC,2018-12-31,945
CRCM,2018-12-31,680
CRCUF,2018-12-31,8
CRD.A,2018-12-31,501
CRDF,2018-12-31,12
CREE,2018-12-31,4736
CREG,2018-12-31,8
CRESY,2018-12-31,670
CREX,2018-12-31,17
CRGS,2018-12-31,9
CRH,2018-12-31,24147
CRHM,2018-12-31,222
CRI,2018-12-31,4146
CRIS,2018-12-31,45
CRK,2018-12-31,624
CRL,2018-12-31,6041
CRM,2018-12-31,117904
CRMD,2018-12-31,175
CRMT,2018-12-31,474
CRMZ,2018-12-31,21
CRNT,2018-12-31,296
CRNX,2018-12-31,656
CRON,2018-12-31,2737
CROX,2018-12-31,1809
CRR,2018-12-31,106
CRS,2018-12-31,2163
CRSP,2018-12-31,1778
CRTO,2018-12-31,1684
CRUS,2018-12-31,2236
CRVL,2018-12-31,1095
CRVS,2018-12-31,115
CRVW,2018-12-31,2
CRWS,2018-12-31,57
CRY,2018-12-31,1062
CRZO,2018-12-31,1028
CS,2018-12-31,28526
CSBB,2018-12-31,105
CSBR,2018-12-31,111
CSCO,2018-12-31,211376
CSFL,2018-12-31,2274
CSGP,2018-12-31,14482
CSGS,2018-12-31,1228
CSII,2018-12-31,1093
CSIQ,2018-12-31,1013
CSL,2018-12-31,6453
CSLT,2018-12-31,435
CSOD,2018-12-31,3144
CSPI,2018-12-31,41
CSS,2018-12-31,106
CSSE,2018-12-31,109
CSTE,2018-12-31,507
CSTM,2018-12-31,1056
CSTR,2018-12-31,265
CSU,2018-12-31,186
CSV,2018-12-31,340
CSWC,2018-12-31,325
CSWI,2018-12-31,765
CSX,2018-12-31,54000
CTAS,2018-12-31,19639
CTB,2018-12-31,1641
CTBI,2018-12-31,734
CTBO,2018-12-31,1
CTDH,2018-12-31,61
CTEK,2018-12-31,46
CTG,2018-12-31,58
CTGO,2018-12-31,127
CTHR,2018-12-31,21
CTIB,2018-12-31,11
CTIC,2018-12-31,50
CTK,2018-12-31,619
CTL,2018-12-31,14848
CTLT,2018-12-31,5397
CTMX,2018-12-31,627
CTO,2018-12-31,305
CTRA,2018-12-31,897
CTRC,2018-12-31,201
CTRE,2018-12-31,1753
CTRL,2018-12-31,469
CTRM,2018-12-31,9
CTRN,2018-12-31,250
CTS,2018-12-31,946
CTSH,2018-12-31,39421
CTSO,2018-12-31,249
CTST,2018-12-31,856
CTT,2018-12-31,409
CTWS,2018-12-31,807
CTXR,2018-12-31,20
CTXS,2018-12-31,13918
CUB,2018-12-31,1796
CUBE,2018-12-31,5501
CUBI,2018-12-31,624
CUE,2018-12-31,122
CUI,2018-12-31,38
CUII,2018-12-31,87
CULP,2018-12-31,262
CUO,2018-12-31,25
CURO,2018-12-31,468
CURR,2018-12-31,75
CUTR,2018-12-31,244
CUZ,2018-12-31,3552
CVA,2018-12-31,1967
CVBF,2018-12-31,3017
CVCO,2018-12-31,1372
CVCY,2018-12-31,266
CVE,2018-12-31,9443
CVEO,2018-12-31,342
CVET,2018-12-31,3546
CVGI,2018-12-31,215
CVGW,2018-12-31,1451
CVI,2018-12-31,3815
CVIA,2018-12-31,651
CVLT,2018-12-31,2823
CVLY,2018-12-31,204
CVM,2018-12-31,84
CVNA,2018-12-31,5399
CVR,2018-12-31,29
CVRS,2018-12-31,288
CVS,2018-12-31,70881
CVTI,2018-12-31,386
CVU,2018-12-31,76
CVV,2018-12-31,24
CVX,2018-12-31,217361
CW,2018-12-31,4894
CWBC,2018-12-31,85
CWBR,2018-12-31,140
CWCO,2018-12-31,189
CWEN,2018-12-31,3115
CWGL,2018-12-31,191
CWH,2018-12-31,1097
CWK,2018-12-31,3646
CWST,2018-12-31,1429
CWT,2018-12-31,2396
CX,2018-12-31,21273
CXDC,2018-12-31,107
CXDO,2018-12-31,33
CXO,2018-12-31,21570
CXP,2018-12-31,2474
CXW,2018-12-31,2362
CY,2018-12-31,5102
CYAD,2018-12-31,225
CYAN,2018-12-31,21
CYBE,2018-12-31,133
CYBR,2018-12-31,3485
CYCC,2018-12-31,12
CYCN,2018-12-31,242
CYD,2018-12-31,616
CYDY,2018-12-31,142
CYH,2018-12-31,425
CYOU,2018-12-31,927
CYRN,2018-12-31,175
CYRX,2018-12-31,337
CYTK,2018-12-31,338
CYTR,2018-12-31,19
CZFC,2018-12-31,60
CZFS,2018-12-31,202
CZNC,2018-12-31,326
CZR,2018-12-31,5306
CZWI,2018-12-31,119
CZZ,2018-12-31,2565
D,2018-12-31,53017
DAC,2018-12-31,144
DAIO,2018-12-31,44
DAKT,2018-12-31,366
DAL,2018-12-31,34447
DAN,2018-12-31,2356
DAR,2018-12-31,3358
DARE,2018-12-31,12
DATA,2018-12-31,10733
DAVA,2018-12-31,2341
DB,2018-12-31,16858
DBD,2018-12-31,446
DBI,2018-12-31,1936
DBVT,2018-12-31,195
DBX,2018-12-31,9004
DCAR,2018-12-31,5
DCI,2018-12-31,6374
DCO,2018-12-31,450
DCOM,2018-12-31,669
DCP,2018-12-31,4237
DCPH,2018-12-31,882
DD,2018-12-31,119971
DDD,2018-12-31,1388
DDE,2018-12-31,90
DDMX,2018-12-31,72
DDS,2018-12-31,1820
DE,2018-12-31,49452
DEA,2018-12-31,1024
DECK,2018-12-31,3643
DEI,2018-12-31,6185
DELL,2018-12-31,55546
DENN,2018-12-31,1073
DENR,2018-12-31,43
DEO,2018-12-31,98856
DERM,2018-12-31,316
DESP,2018-12-31,922
DEST,2018-12-31,37
DFFN,2018-12-31,11
DFIN,2018-12-31,484
DFODQ,2018-12-31,357
DFRG,2018-12-31,240
DFS,2018-12-31,21667
DG,2018-12-31,30364
DGICA,2018-12-31,386
DGII,2018-12-31,331
DGLY,2018-12-31,33
DGX,2018-12-31,11560
DHC,2018-12-31,2790
DHCC,2018-12-31,1
DHCPQ,2018-12-31,3
DHI,2018-12-31,13951
DHIL,2018-12-31,533
DHR,2018-12-31,75594
DHT,2018-12-31,595
DHX,2018-12-31,101
DHXM,2018-12-31,112
DIN,2018-12-31,1469
DIOD,2018-12-31,1872
DIS,2018-12-31,166259
DISCA,2018-12-31,14094
DISH,2018-12-31,12590
DIT,2018-12-31,56
DJCO,2018-12-31,316
DK,2018-12-31,2750
DKL,2018-12-31,742
DKS,2018-12-31,3505
DL,2018-12-31,253
DLA,2018-12-31,137
DLB,2018-12-31,6697
DLHC,2018-12-31,62
DLNG,2018-12-31,100
DLPH,2018-12-31,1596
DLPN,2018-12-31,17
DLR,2018-12-31,23159
DLTH,2018-12-31,647
DLTR,2018-12-31,23917
DLX,2018-12-31,1939
DLYT,2018-12-31,2
DMAC,2018-12-31,37
DMLP,2018-12-31,530
DMPI,2018-12-31,11
DMRC,2018-12-31,263
DMTK,2018-12-31,189
DNBF,2018-12-31,144
DNJR,2018-12-31,64
DNKN,2018-12-31,5527
DNLI,2018-12-31,2039
DNN,2018-12-31,286
DNOW,2018-12-31,1416
DNR,2018-12-31,838
DOC,2018-12-31,3109
DOCU,2018-12-31,8651
DOFSQ,2018-12-31,1304
DOGZ,2018-12-31,74
DOMO,2018-12-31,864
DOOO,2018-12-31,2682
DOOR,2018-12-31,1326
DORM,2018-12-31,2837
DOV,2018-12-31,11800
DOVA,2018-12-31,216
DOX,2018-12-31,8942
DPLO,2018-12-31,717
DPW,2018-12-31,7
DPZ,2018-12-31,10390
DQ,2018-12-31,376
DQWS,2018-12-31,533
DRAD,2018-12-31,13
DRE,2018-12-31,10045
DRH,2018-12-31,2017
DRI,2018-12-31,12817
DRIO,2018-12-31,24
DRNA,2018-12-31,731
DRQ,2018-12-31,1326
DRRX,2018-12-31,95
DRYS,2018-12-31,52
DS,2018-12-31,284
DSGX,2018-12-31,2659
DSKE,2018-12-31,268
DSNY,2018-12-31,11
DSPG,2018-12-31,281
DSS,2018-12-31,18
DSWL,2018-12-31,52
DSX,2018-12-31,304
DTE,2018-12-31,20794
DTEA,2018-12-31,38
DTRM,2018-12-31,21
DTSS,2018-12-31,78
DTST,2018-12-31,19
DUK,2018-12-31,63353
DUOT,2018-12-31,14
DVA,2018-12-31,9155
DVAX,2018-12-31,592
DVCR,2018-12-31,20
DVD,2018-12-31,72
DVN,2018-12-31,11910
DWCH,2018-12-31,158
DWSN,2018-12-31,77
DX,2018-12-31,387
DXC,2018-12-31,20212
DXCM,2018-12-31,11903
DXF,2018-12-31,129
DXIEF,2018-12-31,3
DXLG,2018-12-31,126
DXPE,2018-12-31,615
DXYN,2018-12-31,14
DY,2018-12-31,1689
DYNR,2018-12-31,19
DYNT,2018-12-31,22
DYSL,2018-12-31,17
DZSI,2018-12-31,199
E,2018-12-31,61045
EA,2018-12-31,28982
EAF,2018-12-31,3929
EARN,2018-12-31,138
EARS,2018-12-31,9
EAST,2018-12-31,50
EAT,2018-12-31,1744
EB,2018-12-31,2362
EBAY,2018-12-31,29103
EBF,2018-12-31,504
EBIX,2018-12-31,1491
EBMT,2018-12-31,101
EBR,2018-12-31,9187
EBS,2018-12-31,3131
EBSB,2018-12-31,826
EBTC,2018-12-31,366
EC,2018-12-31,38506
ECHO,2018-12-31,644
ECIA,2018-12-31,4
ECL,2018-12-31,45773
ECOL,2018-12-31,1327
ECOM,2018-12-31,319
ECOR,2018-12-31,205
ECPG,2018-12-31,875
ED,2018-12-31,24749
EDAP,2018-12-31,102
EDIT,2018-12-31,1124
EDN,2018-12-31,19793
EDNT,2018-12-31,26
EDRY,2018-12-31,19
EDSA,2018-12-31,6
EDU,2018-12-31,13642
EDUC,2018-12-31,77
EE,2018-12-31,2116
EEFT,2018-12-31,6123
EEI,2018-12-31,51
EEX,2018-12-31,910
EFBI,2018-12-31,25
EFC,2018-12-31,494
EFII,2018-12-31,1118
EFOI,2018-12-31,11
EFSC,2018-12-31,966
EFSI,2018-12-31,111
EFX,2018-12-31,12283
EGAN,2018-12-31,274
EGBN,2018-12-31,1855
EGHT,2018-12-31,1705
EGLE,2018-12-31,335
EGLTQ,2018-12-31,0
EGO,2018-12-31,574
EGOV,2018-12-31,991
EGP,2018-12-31,3611
EGRX,2018-12-31,649
EGY,2018-12-31,111
EHC,2018-12-31,6177
EHTH,2018-12-31,1010
EIDX,2018-12-31,686
EIG,2018-12-31,1372
EIGI,2018-12-31,984
EIGR,2018-12-31,225
EIX,2018-12-31,19005
EKSO,2018-12-31,115
EL,2018-12-31,51064
ELA,2018-12-31,12
ELAN,2018-12-31,11126
ELF,2018-12-31,403
ELGX,2018-12-31,73
ELLI,2018-12-31,2826
ELLO,2018-12-31,84
ELMD,2018-12-31,46
ELOX,2018-12-31,435
ELP,2018-12-31,2433
ELS,2018-12-31,9218
ELSE,2018-12-31,11
ELST,2018-12-31,2
ELTK,2018-12-31,4
ELTP,2018-12-31,70
ELVT,2018-12-31,188
ELY,2018-12-31,1551
EMAN,2018-12-31,42
EMBI,2018-12-31,55
EMCF,2018-12-31,83
EMCI,2018-12-31,685
EME,2018-12-31,3694
EMESQ,2018-12-31,24
EMGC,2018-12-31,16
EMITF,2018-12-31,10
EMKR,2018-12-31,125
EML,2018-12-31,162
EMMA,2018-12-31,10
EMMS,2018-12-31,53
EMN,2018-12-31,10976
EMR,2018-12-31,41365
EMRAF,2018-12-31,8058
EMX,2018-12-31,92
EMYB,2018-12-31,110
ENB,2018-12-31,63023
ENBL,2018-12-31,6265
ENBP,2018-12-31,100
ENDP,2018-12-31,2052
ENFC,2018-12-31,155
ENG,2018-12-31,16
ENIA,2018-12-31,10276
ENIC,2018-12-31,4899
ENLC,2018-12-31,3627
ENLV,2018-12-31,3
ENOB,2018-12-31,273
ENPH,2018-12-31,743
ENR,2018-12-31,3076
ENS,2018-12-31,3392
ENSG,2018-12-31,2179
ENSV,2018-12-31,24
ENT,2018-12-31,162
ENTA,2018-12-31,1589
ENTG,2018-12-31,4239
ENTX,2018-12-31,42
ENV,2018-12-31,2607
ENVA,2018-12-31,757
ENZ,2018-12-31,175
ENZN,2018-12-31,10
EOCCY,2018-12-31,4829
EOG,2018-12-31,52523
EOLS,2018-12-31,505
EPAC,2018-12-31,1488
EPAM,2018-12-31,7458
EPAY,2018-12-31,2124
EPC,2018-12-31,2232
EPD,2018-12-31,57184
EPEGQ,2018-12-31,147
EPIX,2018-12-31,9
EPM,2018-12-31,266
EPR,2018-12-31,5132
EPRT,2018-12-31,674
EPSN,2018-12-31,118
EPZM,2018-12-31,789
EQ,2018-12-31,136
EQBK,2018-12-31,520
EQC,2018-12-31,3808
EQH,2018-12-31,9820
EQIX,2018-12-31,31498
EQM,2018-12-31,5175
EQNR,2018-12-31,72586
EQR,2018-12-31,25822
EQS,2018-12-31,26
EQT,2018-12-31,4721
EQUR,2018-12-31,2
ERA,2018-12-31,206
ERF,2018-12-31,1994
ERI,2018-12-31,3258
ERIC,2018-12-31,27728
ERIE,2018-12-31,6950
ERII,2018-12-31,415
ERJ,2018-12-31,3804
ERLFF,2018-12-31,67
EROS,2018-12-31,257
ERYP,2018-12-31,129
ES,2018-12-31,21346
ESBA,2018-12-31,616
ESCA,2018-12-31,175
ESCC,2018-12-31,8
ESE,2018-12-31,1731
ESEA,2018-12-31,9
ESES,2018-12-31,3
ESGR,2018-12-31,3756
ESI,2018-12-31,2910
ESIO,2018-12-31,901
ESL,2018-12-31,3423
ESLT,2018-12-31,5224
ESMC,2018-12-31,1
ESNC,2018-12-31,21
ESNT,2018-12-31,3881
ESOA,2018-12-31,17
ESP,2018-12-31,60
ESPR,2018-12-31,1235
ESQ,2018-12-31,161
ESRT,2018-12-31,2578
ESS,2018-12-31,17297
ESSA,2018-12-31,183
ESTA,2018-12-31,570
ESTC,2018-12-31,6341
ESTE,2018-12-31,360
ESTR,2018-12-31,64
ESXB,2018-12-31,169
ET,2018-12-31,37416
ETFC,2018-12-31,11656
ETH,2018-12-31,531
ETM,2018-12-31,858
ETN,2018-12-31,31958
ETON,2018-12-31,124
ETR,2018-12-31,16583
ETRN,2018-12-31,5027
ETSY,2018-12-31,7126
ETTX,2018-12-31,71
EUENF,2018-12-31,0
EURN,2018-12-31,1584
EV,2018-12-31,4574
EVA,2018-12-31,766
EVBG,2018-12-31,2021
EVBN,2018-12-31,165
EVC,2018-12-31,275
EVER,2018-12-31,151
EVFM,2018-12-31,106
EVGN,2018-12-31,53
EVH,2018-12-31,1365
EVI,2018-12-31,431
EVK,2018-12-31,57
EVLO,2018-12-31,353
EVOK,2018-12-31,32
EVOL,2018-12-31,15
EVOP,2018-12-31,2141
EVR,2018-12-31,3328
EVRG,2018-12-31,14543
EVRI,2018-12-31,461
EVSI,2018-12-31,27
EVTC,2018-12-31,2075
EVTN,2018-12-31,2
EW,2018-12-31,34478
EWBC,2018-12-31,7173
EWLL,2018-12-31,30
EXAS,2018-12-31,9114
EXC,2018-12-31,44944
EXDI,2018-12-31,17
EXEL,2018-12-31,6170
EXEO,2018-12-31,27
EXFO,2018-12-31,207
EXK,2018-12-31,303
EXLS,2018-12-31,1955
EXP,2018-12-31,3746
EXPD,2018-12-31,12382
EXPE,2018-12-31,18017
EXPI,2018-12-31,533
EXPO,2018-12-31,2783
EXPR,2018-12-31,320
EXR,2018-12-31,11674
EXTN,2018-12-31,632
EXTR,2018-12-31,809
EYE,2018-12-31,2407
EYEG,2018-12-31,20
EYEN,2018-12-31,47
EYES,2018-12-31,86
EYPT,2018-12-31,186
EZPW,2018-12-31,496
F,2018-12-31,32573
FAF,2018-12-31,5354
FALC,2018-12-31,17
FAMI,2018-12-31,57
FANG,2018-12-31,13347
FANH,2018-12-31,1541
FARM,2018-12-31,442
FARO,2018-12-31,735
FAST,2018-12-31,16300
FAT,2018-12-31,59
FATE,2018-12-31,935
FB,2018-12-31,426228
FBC,2018-12-31,1682
FBHS,2018-12-31,6087
FBIO,2018-12-31,85
FBIZ,2018-12-31,182
FBK,2018-12-31,1056
FBM,2018-12-31,413
FBMS,2018-12-31,470
FBNC,2018-12-31,1068
